,GB Indices,mixed,tilt,twist,count,max_theta,min_theta,h1,k1,l1,h2,k2,l2,ni1,al,au1,mishin cu,cos_min_theta,sin_min_theta,tan_min_theta,dot_hkl
133,135,10.0,2.0,0.0,12,180.0,36.8699,10.0,3.0,1.0,10.0,3.0,1.0,0.967161994,0.317554058,0.359002713,0.719559551,0.675457156116,-0.737399233965,-1.09170393309,0.00909090909091
134,136,13.0,3.0,1.0,17,180.0,35.0968,6.0,2.0,2.0,6.0,2.0,2.0,1.291557403,0.485095066,0.476939919,0.947519144,-0.858078220715,-0.513519003675,0.598452438575,0.0227272727273
135,137,10.0,1.0,1.0,12,180.0,36.8699,6.0,2.0,2.0,6.0,2.0,2.0,1.210566698,0.45510207,0.450327543,0.891282275,0.675457156116,-0.737399233965,-1.09170393309,0.0227272727273
136,138,14.0,2.0,1.0,17,180.0,35.0968,3.0,1.0,0.0,3.0,1.0,0.0,1.273372546,0.476891854,0.474985247,0.925761404,-0.858078220715,-0.513519003675,0.598452438575,0.1
137,139,11.0,1.0,1.0,13,180.0,50.4788,3.0,1.0,0.0,3.0,1.0,0.0,1.263070465,0.474039955,0.460789844,0.91771841,0.97733395926,0.211703405919,0.216613168829,0.1
138,140,7.0,9.0,1.0,17,180.0,13.1736,8.0,7.0,1.0,8.0,7.0,1.0,0.858453402,0.357096107,0.323482161,0.606781397,0.821232064694,0.570594335687,0.694802797185,0.00877192982456
139,141,7.0,4.0,0.0,11,180.0,46.8264,8.0,7.0,1.0,8.0,7.0,1.0,1.182704614,0.442989513,0.41463075,0.833106756,-0.956075292206,0.293121196151,-0.306587983751,0.00877192982456
140,142,5.0,2.0,0.0,7,180.0,60.0,8.0,7.0,1.0,8.0,7.0,1.0,1.004188604,0.371307533,0.358457969,0.682100349,-0.952412980415,-0.304810621102,0.32004038938,0.00877192982456
141,143,7.0,9.0,1.0,17,180.0,46.8264,5.0,3.0,2.0,5.0,3.0,2.0,1.181038337,0.433584658,0.430844913,0.849465116,-0.956075292206,0.293121196151,-0.306587983751,0.0263157894737
142,144,7.0,4.0,0.0,11,180.0,13.1736,5.0,3.0,2.0,5.0,3.0,2.0,0.966937687,0.399233704,0.362880013,0.685577101,0.821232064694,0.570594335687,0.694802797185,0.0263157894737
143,145,5.0,2.0,0.0,7,180.0,60.0,5.0,3.0,2.0,5.0,3.0,2.0,0.950050604,0.356102749,0.340144937,0.635108116,-0.952412980415,-0.304810621102,0.32004038938,0.0263157894737
144,146,6.0,1.0,3.0,10,180.0,13.1736,2.0,2.0,2.0,2.0,2.0,2.0,0.448340828,0.232493791,0.158056044,0.296421172,0.821232064694,0.570594335687,0.694802797185,0.0833333333333
145,147,6.0,1.0,3.0,10,180.0,46.8264,2.0,2.0,2.0,2.0,2.0,2.0,0.448052434,0.231772805,0.157911846,0.295892449,-0.956075292206,0.293121196151,-0.306587983751,0.0833333333333
146,148,5.0,7.0,1.0,13,180.0,43.6028,10.0,4.0,0.0,10.0,4.0,0.0,1.336130329,0.488940322,0.495877805,0.979899404,0.928851035421,-0.370453443764,-0.398829768862,0.00862068965517
147,149,5.0,7.0,1.0,13,180.0,10.3889,11.0,1.0,0.0,11.0,1.0,0.0,0.922621112,0.390998448,0.357448589,0.643551657,-0.570138383461,-0.821548673971,1.44096362884,0.00819672131148
148,150,4.0,2.0,4.0,10,180.0,10.3889,2.0,0.0,0.0,2.0,0.0,0.0,0.672310968,0.271795512,0.243004157,0.459620245,-0.570138383461,-0.821548673971,1.44096362884,0.25
149,151,5.0,7.0,1.0,13,180.0,30.5102,11.0,3.0,0.0,11.0,3.0,0.0,1.274990758,0.493570651,0.481041526,0.936255748,0.617114050854,-0.786873718102,-1.27508637506,0.00769230769231
150,152,6.0,4.0,0.0,10,180.0,22.6199,11.0,3.0,0.0,9.0,7.0,0.0,1.205359581,0.468640575,0.449830864,0.874106798,-0.80876246978,-0.588135415934,0.727204139547,0.00710059171598
151,153,6.0,4.0,0.0,10,180.0,36.8699,11.0,3.0,0.0,9.0,7.0,0.0,1.321999013,0.494772294,0.482179081,0.958734474,0.675457156116,-0.737399233965,-1.09170393309,0.00710059171598
152,154,5.0,7.0,1.0,13,180.0,14.25,9.0,7.0,0.0,9.0,7.0,0.0,0.882534318,0.364081656,0.337549389,0.622611034,-0.112593792634,0.993641101133,-8.82500782582,0.00769230769231
153,155,4.0,2.0,4.0,10,180.0,30.5102,2.0,0.0,0.0,2.0,0.0,0.0,0.955433963,0.344711179,0.358506034,0.71651539,0.617114050854,-0.786873718102,-1.27508637506,0.25
154,156,4.0,2.0,4.0,10,180.0,14.25,2.0,0.0,0.0,2.0,0.0,0.0,0.765686601,0.302637669,0.279165586,0.538351862,-0.112593792634,0.993641101133,-8.82500782582,0.25
155,157,5.0,6.0,1.0,12,180.0,20.05,8.0,8.0,2.0,8.0,8.0,2.0,1.088191426,0.408798779,0.413044582,0.792507262,0.361943820278,0.932199909334,2.57553757547,0.00757575757576
156,158,10.0,3.0,0.0,13,180.0,50.4788,10.0,4.0,4.0,8.0,8.0,2.0,0.944507027,0.350046471,0.348844829,0.657058119,0.97733395926,0.211703405919,0.216613168829,0.0068870523416
157,159,7.0,2.0,0.0,9,180.0,60.0,10.0,4.0,4.0,8.0,8.0,2.0,0.491567914,0.212065868,0.186270609,0.335578696,-0.952412980415,-0.304810621102,0.32004038938,0.0068870523416
158,160,5.0,6.0,1.0,12,180.0,58.9924,10.0,4.0,4.0,10.0,4.0,4.0,0.779193063,0.290044456,0.291518471,0.52518186,-0.766218792017,0.642579771514,-0.838637446913,0.00757575757576
159,161,5.0,6.0,1.0,12,180.0,20.05,8.0,1.0,1.0,8.0,1.0,1.0,0.980059623,0.370298153,0.364017568,0.648614578,0.361943820278,0.932199909334,2.57553757547,0.0151515151515
160,162,10.0,3.0,0.0,13,180.0,50.4788,8.0,1.0,1.0,5.0,5.0,4.0,0.854287708,0.302701757,0.317746321,0.605403513,0.97733395926,0.211703405919,0.216613168829,0.0112488521579
161,163,7.0,2.0,0.0,9,180.0,60.0,8.0,1.0,1.0,5.0,5.0,4.0,0.876445996,0.343765886,0.321591577,0.615625486,-0.952412980415,-0.304810621102,0.32004038938,0.0112488521579
162,164,5.0,6.0,1.0,12,180.0,58.9924,5.0,5.0,4.0,5.0,5.0,4.0,0.731495866,0.288714638,0.281008104,0.509528464,-0.766218792017,0.642579771514,-0.838637446913,0.0151515151515
163,165,8.0,2.0,2.0,12,180.0,20.05,1.0,1.0,0.0,1.0,1.0,0.0,1.198742536,0.478638241,0.42812119,0.839835954,0.361943820278,0.932199909334,2.57553757547,0.5
164,166,8.0,2.0,2.0,12,180.0,58.9924,1.0,1.0,0.0,1.0,1.0,0.0,1.188071951,0.469137254,0.424275934,0.846068473,-0.766218792017,0.642579771514,-0.838637446913,0.5
165,167,7.0,9.0,1.0,17,180.0,34.0477,10.0,6.0,2.0,10.0,6.0,2.0,1.029423097,0.444976229,0.378757716,0.729364954,-0.872832760957,0.488019437522,-0.55912135675,0.00714285714286
166,168,10.0,3.0,0.0,13,180.0,38.2132,10.0,6.0,2.0,10.0,6.0,2.0,0.943802063,0.326542344,0.329971031,0.677453998,0.870741474923,0.491741073991,0.564738315738,0.00714285714286
167,169,10.0,2.0,0.0,12,180.0,36.8699,10.0,6.0,2.0,10.0,6.0,2.0,0.908265489,0.298471975,0.331957746,0.668513778,0.675457156116,-0.737399233965,-1.09170393309,0.00714285714286
168,170,14.0,3.0,0.0,17,180.0,34.0477,3.0,2.0,1.0,3.0,2.0,1.0,1.16673078,0.46791959,0.429178635,0.848359605,-0.872832760957,0.488019437522,-0.55912135675,0.0714285714286
169,171,0.0,1.0,0.0,1,180.0,180.0,3.0,2.0,1.0,3.0,2.0,1.0,1.129784279,0.418459984,0.414486553,0.825928945,-0.598460069058,-0.801152635734,1.33869021035,0.0714285714286
170,172,14.0,2.0,1.0,17,180.0,34.0477,3.0,1.0,0.0,3.0,1.0,0.0,1.371747012,0.51363007,0.488732038,0.99183572,-0.872832760957,0.488019437522,-0.55912135675,0.1
171,173,10.0,1.0,1.0,12,180.0,38.2132,3.0,1.0,0.0,3.0,1.0,0.0,1.007409006,0.4044248,0.356775669,0.708520462,0.870741474923,0.491741073991,0.564738315738,0.1
172,174,16.0,1.0,1.0,18,180.0,48.1897,10.0,6.0,2.0,10.0,6.0,2.0,1.108346976,0.39599728,0.413765568,0.799893358,-0.483795302169,-0.875181184441,1.80899066303,0.00714285714286
173,175,16.0,1.0,1.0,18,180.0,44.4153,10.0,6.0,2.0,10.0,6.0,2.0,1.22474608,0.441499476,0.440313856,0.871431141,0.907709853057,0.419598406412,0.462260495465,0.00714285714286
174,176,14.0,3.0,0.0,17,180.0,44.0241,10.0,6.0,2.0,10.0,6.0,2.0,0.966809512,0.415848415,0.333912418,0.641725161,0.999126388106,0.0417906758782,0.0418272166321,0.00714285714286
175,177,7.0,1.0,0.0,8,180.0,60.0,10.0,6.0,2.0,10.0,6.0,2.0,0.959599657,0.389684652,0.34632939,0.657458667,-0.952412980415,-0.304810621102,0.32004038938,0.00714285714286
176,179,14.0,3.0,0.0,17,180.0,52.4449,10.0,6.0,2.0,10.0,6.0,2.0,1.234839877,0.467647217,0.43925641,0.882710559,-0.571736798172,0.820437099122,-1.43499089396,0.00714285714286
177,180,16.0,1.0,0.0,17,180.0,22.9809,10.0,6.0,2.0,10.0,6.0,2.0,1.178859358,0.455486595,0.435779658,0.84722205,-0.548897658893,-0.83588956212,1.52285138874,0.00714285714286
178,181,16.0,1.0,0.0,17,180.0,28.6246,10.0,6.0,2.0,10.0,6.0,2.0,1.325379634,0.519830546,0.488507731,0.949441772,-0.939281428413,-0.343147779009,0.365330100893,0.00714285714286
179,182,21.0,2.0,1.0,24,176.771,19.1881,10.0,6.0,2.0,10.0,6.0,2.0,1.099518909,0.435603417,0.395019945,0.759277841,0.943239197215,0.332114162355,0.352099619413,0.00714285714286
180,183,12.0,0.0,1.0,13,180.0,38.9424,10.0,6.0,2.0,10.0,6.0,2.0,1.183489687,0.452666741,0.430876957,0.844530371,0.321684647995,0.946846865784,2.94340084827,0.00714285714286
181,184,16.0,1.0,0.0,17,180.0,38.2132,10.0,6.0,2.0,10.0,6.0,2.0,1.240287323,0.449462361,0.451240792,0.884136508,0.870741474923,0.491741073991,0.564738315738,0.00714285714286
182,185,16.0,1.0,0.0,17,180.0,53.1301,10.0,6.0,2.0,10.0,6.0,2.0,1.186758155,0.443197798,0.43073276,0.846693327,-0.961886985387,0.273447302679,-0.284282152512,0.00714285714286
183,186,17.0,1.0,0.0,18,180.0,48.1897,11.0,2.0,1.0,3.0,2.0,1.0,1.331548065,0.52518186,0.488956344,0.963797395,-0.483795302169,-0.875181184441,1.80899066303,0.0215419501134
184,187,17.0,1.0,0.0,18,180.0,44.0241,11.0,2.0,1.0,3.0,2.0,1.0,1.324306166,0.51598529,0.484261928,0.9552417,0.999126388106,0.0417906758782,0.0418272166321,0.0215419501134
185,188,16.0,4.0,0.0,20,180.0,44.4153,11.0,2.0,1.0,3.0,2.0,1.0,1.282633205,0.486408862,0.472437765,0.938915384,0.907709853057,0.419598406412,0.462260495465,0.0215419501134
186,189,7.0,1.0,0.0,8,180.0,60.0,11.0,2.0,1.0,3.0,2.0,1.0,0.824006317,0.333031213,0.298728326,0.56371453,-0.952412980415,-0.304810621102,0.32004038938,0.0215419501134
187,190,7.0,9.0,1.0,17,180.0,22.9809,11.0,2.0,1.0,11.0,2.0,1.0,1.171377131,0.46042134,0.444271265,0.848327561,-0.548897658893,-0.83588956212,1.52285138874,0.00793650793651
188,191,16.0,1.0,0.0,17,180.0,34.0477,11.0,2.0,1.0,11.0,2.0,1.0,1.351671572,0.533689489,0.492417075,0.974484002,-0.872832760957,0.488019437522,-0.55912135675,0.00793650793651
189,192,16.0,1.0,0.0,17,180.0,28.6246,11.0,2.0,1.0,11.0,2.0,1.0,1.217087612,0.475049335,0.448677288,0.872616762,-0.939281428413,-0.343147779009,0.365330100893,0.00793650793651
190,193,12.0,3.0,0.0,15,180.0,38.9424,11.0,2.0,1.0,10.0,5.0,1.0,1.31446872,0.5049462,0.478782438,0.945852867,0.321684647995,0.946846865784,2.94340084827,0.00762156714538
191,194,10.0,2.0,0.0,12,180.0,38.2132,11.0,2.0,1.0,10.0,5.0,1.0,1.020354702,0.401829252,0.361710414,0.722235208,0.870741474923,0.491741073991,0.564738315738,0.00762156714538
192,195,20.0,4.0,0.0,24,176.771,19.1881,11.0,2.0,1.0,10.0,5.0,1.0,1.089553288,0.444687835,0.40956783,0.7707335,0.943239197215,0.332114162355,0.352099619413,0.00762156714538
193,196,10.0,0.0,0.0,10,180.0,36.8699,11.0,2.0,1.0,10.0,5.0,1.0,1.264672655,0.494291637,0.464458859,0.920217827,0.675457156116,-0.737399233965,-1.09170393309,0.00762156714538
194,197,17.0,1.0,0.0,18,180.0,48.1897,10.0,5.0,1.0,3.0,2.0,1.0,1.204077829,0.474023933,0.444559659,0.868963768,-0.483795302169,-0.875181184441,1.80899066303,0.0232426303855
195,198,17.0,1.0,0.0,18,180.0,52.4449,10.0,5.0,1.0,3.0,2.0,1.0,1.066593905,0.396574069,0.393017207,0.760239155,-0.571736798172,0.820437099122,-1.43499089396,0.0232426303855
196,199,16.0,4.0,0.0,20,180.0,44.4153,10.0,5.0,1.0,3.0,2.0,1.0,1.150949208,0.438855863,0.425573708,0.831055953,0.907709853057,0.419598406412,0.462260495465,0.0232426303855
197,200,7.0,1.0,0.0,8,180.0,60.0,10.0,5.0,1.0,3.0,2.0,1.0,0.955562138,0.387746002,0.345111726,0.654911184,-0.952412980415,-0.304810621102,0.32004038938,0.0232426303855
198,201,7.0,9.0,1.0,17,180.0,38.2132,10.0,5.0,1.0,10.0,5.0,1.0,1.282537073,0.485527658,0.475433861,0.936047464,0.870741474923,0.491741073991,0.564738315738,0.00793650793651
199,202,16.0,1.0,0.0,17,180.0,34.0477,10.0,5.0,1.0,10.0,5.0,1.0,1.374727086,0.519510108,0.488379556,0.975333163,-0.872832760957,0.488019437522,-0.55912135675,0.00793650793651
200,203,16.0,1.0,0.0,17,180.0,53.1301,10.0,5.0,1.0,10.0,5.0,1.0,0.958878671,0.383243848,0.351584574,0.667808814,-0.961886985387,0.273447302679,-0.284282152512,0.00793650793651
201,204,16.0,1.0,0.0,17,180.0,34.0477,8.0,5.0,1.0,8.0,5.0,1.0,1.286174044,0.519798502,0.471941086,0.928485127,-0.872832760957,0.488019437522,-0.55912135675,0.0111111111111
202,205,16.0,1.0,0.0,17,180.0,22.9809,8.0,5.0,1.0,8.0,5.0,1.0,1.23874922,0.494179484,0.451721449,0.878865303,-0.548897658893,-0.83588956212,1.52285138874,0.0111111111111
203,206,21.0,3.0,0.0,24,176.771,19.1881,8.0,5.0,1.0,7.0,5.0,4.0,1.143242675,0.4408586,0.425012941,0.825143872,0.943239197215,0.332114162355,0.352099619413,0.0104938271605
204,207,10.0,0.0,0.0,10,180.0,38.2132,8.0,5.0,1.0,7.0,5.0,4.0,1.197781222,0.444896119,0.429354876,0.86712125,0.870741474923,0.491741073991,0.564738315738,0.0104938271605
205,208,17.0,1.0,0.0,18,180.0,44.4153,8.0,5.0,1.0,3.0,1.0,0.0,1.242738674,0.483444811,0.456688238,0.897594904,0.907709853057,0.419598406412,0.462260495465,0.0322222222222
206,209,17.0,1.0,0.0,18,180.0,44.0241,8.0,5.0,1.0,3.0,1.0,0.0,1.33395135,0.522249852,0.485111088,0.962868124,0.999126388106,0.0417906758782,0.0418272166321,0.0322222222222
207,210,16.0,1.0,0.0,17,180.0,34.0477,7.0,5.0,4.0,7.0,5.0,4.0,1.155964063,0.486537037,0.429274767,0.830431099,-0.872832760957,0.488019437522,-0.55912135675,0.0111111111111
208,211,16.0,1.0,0.0,17,180.0,38.2132,7.0,5.0,4.0,7.0,5.0,4.0,1.290980614,0.489709374,0.475786342,0.932682865,0.870741474923,0.491741073991,0.564738315738,0.0111111111111
209,212,17.0,1.0,0.0,18,180.0,44.4153,7.0,5.0,4.0,3.0,1.0,0.0,1.318362042,0.508294778,0.481954774,0.957596919,0.907709853057,0.419598406412,0.462260495465,0.0288888888889
210,213,17.0,1.0,0.0,18,180.0,52.4449,7.0,5.0,4.0,3.0,1.0,0.0,1.043298062,0.402758522,0.384926148,0.744121124,-0.571736798172,0.820437099122,-1.43499089396,0.0288888888889
211,214,5.0,7.0,1.0,13,180.0,41.1121,11.0,5.0,0.0,11.0,5.0,0.0,1.353113543,0.494948535,0.505635142,0.984850171,-0.96339773344,-0.26807612203,0.278261109327,0.00684931506849
212,215,4.0,2.0,4.0,10,180.0,41.1121,2.0,0.0,0.0,2.0,0.0,0.0,0.981934185,0.338302419,0.373822971,0.743448204,-0.96339773344,-0.26807612203,0.278261109327,0.25
213,216,5.0,7.0,1.0,13,180.0,18.9246,12.0,2.0,0.0,12.0,2.0,0.0,1.152022676,0.464426815,0.442941447,0.830238836,0.997185514357,0.0749736617486,0.0751852696105,0.00675675675676
214,217,7.0,9.0,1.0,17,180.0,29.5263,12.0,3.0,1.0,12.0,3.0,1.0,1.245718747,0.469970393,0.467855502,0.915459322,-0.31345593869,-0.949602745626,3.02946165127,0.00649350649351
215,218,16.0,1.0,0.0,17,180.0,34.0477,12.0,3.0,1.0,12.0,3.0,1.0,1.258071632,0.50629204,0.461943421,0.898620305,-0.872832760957,0.488019437522,-0.55912135675,0.00649350649351
216,219,16.0,1.0,0.0,17,180.0,38.5727,12.0,3.0,1.0,12.0,3.0,1.0,1.384788839,0.538688322,0.501629667,1.001801341,0.642079869934,0.766637750587,1.19399125636,0.00649350649351
217,220,10.0,2.0,0.0,12,180.0,38.2132,12.0,3.0,1.0,9.0,8.0,3.0,1.045268756,0.400034799,0.369913627,0.74349627,0.870741474923,0.491741073991,0.564738315738,0.00569235958846
218,221,12.0,3.0,0.0,15,180.0,50.4788,12.0,3.0,1.0,9.0,8.0,3.0,1.175863263,0.456159515,0.430091884,0.843296685,0.97733395926,0.211703405919,0.216613168829,0.00569235958846
219,222,10.0,0.0,0.0,10,180.0,36.8699,12.0,3.0,1.0,9.0,8.0,3.0,1.267444443,0.497800433,0.462327946,0.915411257,0.675457156116,-0.737399233965,-1.09170393309,0.00569235958846
220,223,20.0,4.0,0.0,24,171.231,51.4369,12.0,3.0,1.0,9.0,8.0,3.0,1.025161272,0.384733885,0.371003116,0.72587218,0.388846089592,0.921302729079,2.36932491733,0.00569235958846
221,224,7.0,9.0,1.0,17,180.0,28.7623,9.0,8.0,3.0,9.0,8.0,3.0,1.260522983,0.488892257,0.469313495,0.920410089,-0.883288230655,-0.468830354804,0.530778446415,0.00649350649351
222,225,16.0,1.0,0.0,17,180.0,34.0477,9.0,8.0,3.0,9.0,8.0,3.0,1.315814559,0.509432332,0.473767583,0.946766115,-0.872832760957,0.488019437522,-0.55912135675,0.00649350649351
223,226,16.0,1.0,0.0,17,180.0,57.5636,9.0,8.0,3.0,9.0,8.0,3.0,1.230930533,0.499466711,0.444783966,0.866368221,0.527677495061,0.849444795856,1.60978022335,0.00649350649351
224,227,16.0,1.0,0.0,17,180.0,29.5263,10.0,6.0,2.0,10.0,6.0,2.0,1.278691817,0.495893827,0.463048932,0.916340527,-0.31345593869,-0.949602745626,3.02946165127,0.00714285714286
225,228,16.0,1.0,0.0,17,180.0,38.5727,10.0,6.0,2.0,10.0,6.0,2.0,1.267684772,0.493762914,0.457857836,0.908585927,0.642079869934,0.766637750587,1.19399125636,0.00714285714286
226,229,21.0,2.0,1.0,24,171.231,51.4369,10.0,6.0,2.0,10.0,6.0,2.0,1.314628939,0.498425287,0.47585043,0.948881006,0.388846089592,0.921302729079,2.36932491733,0.00714285714286
227,230,12.0,0.0,1.0,13,180.0,50.4788,10.0,6.0,2.0,10.0,6.0,2.0,1.074957337,0.41209929,0.394459178,0.76289879,0.97733395926,0.211703405919,0.216613168829,0.00714285714286
228,231,16.0,1.0,0.0,17,180.0,28.7623,10.0,6.0,2.0,10.0,6.0,2.0,1.260218566,0.49642255,0.463978202,0.900046254,-0.883288230655,-0.468830354804,0.530778446415,0.00714285714286
229,232,16.0,1.0,0.0,17,180.0,57.5636,10.0,6.0,2.0,10.0,6.0,2.0,0.940421442,0.351328223,0.347579099,0.662169105,0.527677495061,0.849444795856,1.60978022335,0.00714285714286
230,233,7.0,9.0,1.0,17,180.0,38.5727,9.0,5.0,2.0,9.0,5.0,2.0,1.12574676,0.440778491,0.424692503,0.810547921,0.642079869934,0.766637750587,1.19399125636,0.00909090909091
231,234,16.0,1.0,0.0,17,180.0,34.0477,9.0,5.0,2.0,9.0,5.0,2.0,1.372932633,0.543703177,0.498970032,0.986244076,-0.872832760957,0.488019437522,-0.55912135675,0.00909090909091
232,235,16.0,1.0,0.0,17,180.0,29.5263,9.0,5.0,2.0,9.0,5.0,2.0,1.237980169,0.471284189,0.449798821,0.896457349,-0.31345593869,-0.949602745626,3.02946165127,0.00909090909091
233,236,12.0,4.0,0.0,16,180.0,50.4788,9.0,5.0,2.0,7.0,6.0,5.0,1.072922555,0.406747975,0.390645966,0.759325907,0.97733395926,0.211703405919,0.216613168829,0.00851239669421
234,237,10.0,2.0,0.0,12,180.0,36.8699,9.0,5.0,2.0,7.0,6.0,5.0,1.176824577,0.414342356,0.426791372,0.854479971,0.675457156116,-0.737399233965,-1.09170393309,0.00851239669421
235,238,21.0,3.0,0.0,24,171.231,51.4369,9.0,5.0,2.0,7.0,6.0,5.0,1.203116515,0.463529589,0.442300571,0.864285374,0.388846089592,0.921302729079,2.36932491733,0.00851239669421
236,239,10.0,0.0,0.0,10,180.0,38.2132,9.0,5.0,2.0,7.0,6.0,5.0,1.15652483,0.432975826,0.410384947,0.829469785,0.870741474923,0.491741073991,0.564738315738,0.00851239669421
237,240,7.0,9.0,1.0,17,180.0,57.5636,7.0,6.0,5.0,7.0,6.0,5.0,0.922492936,0.357704939,0.33940793,0.655936586,0.527677495061,0.849444795856,1.60978022335,0.00909090909091
238,241,16.0,1.0,0.0,17,180.0,28.7623,7.0,6.0,5.0,7.0,6.0,5.0,1.107385662,0.462327946,0.414422465,0.784432224,-0.883288230655,-0.468830354804,0.530778446415,0.00909090909091
239,242,16.0,1.0,0.0,17,180.0,34.0477,7.0,6.0,5.0,7.0,6.0,5.0,1.055394597,0.458835172,0.399361879,0.750738168,-0.872832760957,0.488019437522,-0.55912135675,0.00909090909091
240,243,5.0,6.0,1.0,12,180.0,55.8767,8.0,8.0,6.0,8.0,8.0,6.0,0.837705042,0.320053474,0.316144131,0.591448439,0.7825981949,-0.622527160322,-0.795462044736,0.00609756097561
241,244,5.0,6.0,1.0,12,180.0,55.8767,8.0,3.0,3.0,8.0,3.0,3.0,0.708872944,0.262102262,0.267037007,0.481490139,0.7825981949,-0.622527160322,-0.795462044736,0.0121951219512
242,245,5.0,7.0,1.0,13,180.0,12.6804,10.0,8.0,0.0,10.0,8.0,0.0,0.823637813,0.341458733,0.31588778,0.574913838,0.993505691145,0.113782431252,0.114526199765,0.00609756097561
243,246,8.0,2.0,2.0,12,180.0,55.8767,1.0,1.0,0.0,1.0,1.0,0.0,1.218064948,0.483076307,0.436692906,0.870213477,0.7825981949,-0.622527160322,-0.795462044736,0.5
244,247,5.0,7.0,1.0,13,180.0,8.79741,13.0,1.0,0.0,13.0,1.0,0.0,0.847718729,0.372429066,0.330756104,0.589221394,-0.809575359781,0.587015959609,-0.72509118826,0.00588235294118
245,248,6.0,4.0,0.0,10,180.0,28.0725,13.0,1.0,0.0,11.0,7.0,0.0,1.292470651,0.488267403,0.483044263,0.946013086,-0.979700593832,0.200466322471,-0.204619986691,0.00519031141869
246,249,6.0,4.0,0.0,10,180.0,36.8699,13.0,1.0,0.0,11.0,7.0,0.0,1.288705505,0.506932916,0.471460429,0.943673888,0.675457156116,-0.737399233965,-1.09170393309,0.00519031141869
247,250,5.0,7.0,1.0,13,180.0,25.0576,11.0,7.0,0.0,11.0,7.0,0.0,1.151798369,0.451192726,0.432703453,0.8309438,0.997178225941,-0.0750705382237,-0.0752829697549,0.00588235294118
248,251,4.0,2.0,4.0,10,180.0,8.79741,2.0,0.0,0.0,2.0,0.0,0.0,0.622274574,0.254107334,0.224210469,0.420270459,-0.809575359781,0.587015959609,-0.72509118826,0.25
249,252,4.0,2.0,4.0,10,180.0,25.0576,2.0,0.0,0.0,2.0,0.0,0.0,0.913744979,0.338558769,0.339840521,0.67620429,0.997178225941,-0.0750705382237,-0.0752829697549,0.25
250,253,5.0,6.0,1.0,12,180.0,60.7664,10.0,6.0,6.0,10.0,6.0,6.0,0.942728596,0.364321984,0.33738917,0.632464503,-0.474729569633,-0.880131714981,1.85396438579,0.00581395348837
251,254,5.0,6.0,1.0,12,180.0,60.7664,6.0,5.0,5.0,6.0,5.0,5.0,0.709049185,0.280671644,0.273317592,0.488555797,-0.474729569633,-0.880131714981,1.85396438579,0.0116279069767
252,255,8.0,2.0,2.0,12,180.0,60.7664,1.0,1.0,0.0,1.0,1.0,0.0,0.997379297,0.396526003,0.35914691,0.696872541,-0.474729569633,-0.880131714981,1.85396438579,0.5
253,256,7.0,9.0,1.0,17,180.0,30.4503,11.0,7.0,2.0,11.0,7.0,2.0,1.069493869,0.455486595,0.402774544,0.754006636,0.568901721429,-0.822405515154,-1.44560208587,0.00574712643678
254,257,14.0,3.0,0.0,17,180.0,46.3972,11.0,7.0,2.0,11.0,7.0,2.0,0.929366331,0.391030491,0.330099206,0.623796655,-0.747377785031,0.664399312494,-0.888973857399,0.00574712643678
255,258,7.0,1.0,0.0,8,180.0,60.0,11.0,7.0,2.0,11.0,7.0,2.0,0.966569183,0.389123885,0.348892894,0.661351988,-0.952412980415,-0.304810621102,0.32004038938,0.00574712643678
256,259,7.0,9.0,1.0,17,180.0,46.3972,8.0,6.0,4.0,8.0,6.0,4.0,1.24270663,0.467695283,0.445937543,0.894198261,-0.747377785031,0.664399312494,-0.888973857399,0.00862068965517
257,260,14.0,3.0,0.0,17,180.0,30.4503,8.0,6.0,4.0,8.0,6.0,4.0,1.273612875,0.488043096,0.460309187,0.917990782,0.568901721429,-0.822405515154,-1.44560208587,0.00862068965517
258,261,7.0,1.0,0.0,8,180.0,60.0,8.0,6.0,4.0,8.0,6.0,4.0,0.351039829,0.168950936,0.129024361,0.226052987,-0.952412980415,-0.304810621102,0.32004038938,0.00862068965517
259,262,15.0,1.0,1.0,17,180.0,30.4503,2.0,1.0,1.0,2.0,1.0,1.0,1.112048035,0.464458859,0.411250129,0.781772589,0.568901721429,-0.822405515154,-1.44560208587,0.166666666667
260,263,15.0,1.0,1.0,17,180.0,46.3972,2.0,1.0,1.0,2.0,1.0,1.0,1.236121629,0.461062216,0.443005535,0.88474534,-0.747377785031,0.664399312494,-0.888973857399,0.166666666667
